id,merchant_name,transaction_date,transaction_currency_code,acquirer_reference_number,transaction_type,primary_account_number,settlement_date,cardholder_name,cardholder_age,cardholder_country,transaction_amount,merchant_category_code,card_acceptor_id,year_month,signed_amount,transaction_sign,tier,tier_coeff
2127,Evans PLC,2025-01-16,840,2041862931916787,purchase,2228636556472929,2025-01-17,Melissa Olsen,40,124,2.73,1605,JbeKFQYvwF,2025-01,-2.73,credit,Titanium,1.0
2128,"Jackson, Vasquez and Kelley",2023-06-12,840,4740192553175504,purchase,5381298266570272,2023-06-14,Michelle Harris,41,840,826.87,5044,UsftrViNqX,2023-06,-826.87,credit,Titanium,1.0
2129,"Sullivan, Gibbs and Smith",2023-08-31,840,4384039726754576,purchase,2279401399049022,2023-09-01,Matthew Moon,45,840,568.45,8050,evhoCQGQAX,2023-08,-568.45,credit,Titanium,1.0
2130,Griffin Group,2025-04-29,840,1425095636038552,purchase,2227849704241697,2025-05-01,Audrey Hernandez,58,United States of America,812.74,8170,cBIeqoBxKE,2025-04,-812.74,credit,Silver,
2131,"Frederick, Carlson and Santos",2023-09-07,840,1329967834358599,payroll,5464840858877043,2023-09-07,Cheryl Palmer,27,504,2069.56,7996,rvegxLPauN,2023-09,2069.56,debit,Titanium,1.0
2132,Reynolds-Miller,2023-06-02,840,6385869225437636,purchase,2289876220234133,2023-06-03,Brian Brown,55,124,30.61,7518,aaCEJqlGsx,2023-06,-30.61,credit,Gold,0.5
2133,Kim-Moreno,2024-02-16,840,1716535955394506,purchase,2712216995866933,2024-02-17,Victor Waller,19,504,25.17,6770,BBFiSfMUkZ,2024-02,-25.17,credit,Titanium,1.0
2134,Tran and Sons,2025-02-11,840,8294863099728554,purchase,2720878015739935,2025-02-13,Melanie Flores,49,124,57.38,4914,naOLYjhxkC,2025-02,-57.38,credit,Gold,0.5
2135,"Cox, Washington and Walker",2023-09-25,840,3149142154409676,purchase,2701845184894760,2023-09-25,Patricia Todd,38,504,94.02,6740,HRKgkRXcwL,2023-09,-94.02,credit,Titanium,1.0
2136,Morton-Watts,2024-08-06,840,7404052770354766,purchase,5590422842102056,2024-08-08,Cynthia Morris,19,504,347.17,6988,bflQXkvWzZ,2024-08,-347.17,credit,Titanium,1.0
2137,Moss Group,2024-11-18,840,7997510906519407,purchase,5508361088025707,2024-11-18,Sarah Golden,69,Chile,831.06,3703,xvNwNguhzC,2024-11,-831.06,credit,Silver,
2138,Mullins-Graham,2025-04-08,840,1504117082922092,purchase,5178447364710275,2025-04-09,John Peterson,64,504,90.26,6296,ZwIzVmydiX,2025-04,-90.26,credit,Titanium,1.0
2139,Mendez-Smith,2023-05-26,840,0295011474729905,purchase,2283687320922543,2023-05-26,Robert Gamble,23,United States Minor Outlying Islands,197.75,7873,PJFgImOshW,2023-05,-197.75,credit,Platinum,0.75
2140,Copeland-Klein,2025-01-30,840,8390497574568442,refund,5200665848439300,2025-01-30,Destiny Brown,38,Reunion,174.82,0897,cyrKRpExNY,2025-01,-174.82,credit,Silver,
2141,Wilson-Lopez,2023-12-01,840,8846519034830824,purchase,5144790583047024,2023-12-01,Joseph Johnson PhD,32,Jamaica,206.91,0501,NIuFvtEnIG,2023-12,-206.91,credit,Silver,
2142,Weaver and Sons,2025-01-01,840,0644903593417733,purchase,2234874016400527,2025-01-01,Deborah Figueroa,44,840,399.72,7406,kGkGuYaCkw,2025-01,-399.72,credit,Gold,0.5
2143,White LLC,2024-01-10,840,0718218216063923,payroll,2708081770388602,2024-01-12,Kelli Mccoy,29,504,9013.0,9818,vrRbWnLaMG,2024-01,9013.0,debit,Titanium,1.0
2144,Tran-Wells,2023-07-21,840,1080238836970257,purchase,2222020275884258,2023-07-22,Richard Adams,30,840,64.72,5051,nNVShHOrfG,2023-07,-64.72,credit,Titanium,1.0
2145,Goodman-Underwood,2023-05-30,840,6441193547286399,purchase,5354379937124062,2023-05-30,Manuel Brock,28,978,585.42,1200,FqOcrVxevB,2023-05,-585.42,credit,Titanium,1.0
2146,"Rocha, Lewis and Pham",2024-08-03,840,2384920317591450,payroll,5456149784036900,2024-08-04,Eric Clark,25,840,2080.3,9331,yYzZCKXTwA,2024-08,2080.3,debit,Gold,0.5
2147,Hood-Harris,2024-06-10,840,3957286939539106,purchase,2454558845061591,2024-06-12,Kenneth Banks,55,978,534.78,9252,nMdydxAmAZ,2024-06,-534.78,credit,Platinum,0.75
2148,Price-Mitchell,2023-10-30,840,8276534802496689,purchase,5271241373949123,2023-10-30,Kimberly Olsen,48,Montenegro,920.94,3643,BwRSmfQtVu,2023-10,-920.94,credit,Silver,
2149,"Proctor, Ramirez and Farley",2024-10-30,840,8552010154448479,purchase,2272181883552312,2024-10-30,Craig Morrison,63,978,721.64,8150,WILugsySoY,2024-10,-721.64,credit,Platinum,0.75
2150,Ferguson PLC,2024-09-29,840,5187032217759902,purchase,2240705345786107,2024-09-30,John Griffin,67,978,23.84,8976,XopRWcimar,2024-09,-23.84,credit,Platinum,0.75
2151,Allen and Sons,2023-09-08,840,9103204103728102,purchase,5540415747338487,2023-09-10,Breanna Gilbert,67,124,180.66,8831,QKyaXjubNU,2023-09,-180.66,credit,Gold,0.5
2152,"Martin, Edwards and Gross",2023-06-13,840,7551263700796330,purchase,5570400438666845,2023-06-13,Robert Pearson,56,Iceland,382.54,9663,AGbwnFmHdJ,2023-06,-382.54,credit,Gold,0.5
2153,"Cherry, Thomas and Lee",2025-01-01,840,7666899212746213,purchase,2280229612018368,2025-01-02,Glen Wood,58,124,9.87,0970,fMZLIksDFd,2025-01,-9.87,credit,Gold,0.5
2154,"Owens, Garcia and Schwartz",2024-09-12,840,8295656219295909,purchase,2232697311219652,2024-09-14,Emily Taylor,58,840,2.22,6210,KGQOYPAmzD,2024-09,-2.22,credit,Titanium,1.0
2155,"Glenn, Wood and Stephens",2024-01-08,840,4753763782564858,withdrawal,2628168960066887,2024-01-09,Terry Tucker,54,Australia,75.37,4658,bBIXeRCMik,2024-01,-75.37,credit,Gold,0.5
2156,Garcia-Carr,2024-09-12,840,6955770518650679,purchase,5565511047541216,2024-09-13,Jerry Peters,40,978,313.08,7970,nhcJdHnqJU,2024-09,-313.08,credit,Gold,0.5
2157,"Payne, Horn and Dyer",2023-05-14,840,5115905925687042,top up,2701845184894760,2023-05-15,Patricia Todd,38,504,472.32,4487,JKcZrIpmqA,2023-05,472.32,debit,Titanium,1.0
2158,Ryan-Hardin,2025-04-09,840,9508046606382850,payroll,5405648149177855,2025-04-11,Scott Jackson,64,124,9279.5,7260,lgneQGSbBT,2025-04,9279.5,debit,Titanium,1.0
2159,"Acosta, Evans and Flores",2024-04-03,840,7502092252123802,purchase,2279401399049022,2024-04-04,Matthew Moon,45,840,400.92,9974,oObHFUJaSn,2024-04,-400.92,credit,Titanium,1.0
2160,"Thompson, Cantrell and Parsons",2024-04-20,840,4627635148749715,purchase,2640460843256213,2024-04-22,Kelly Gregory,50,840,920.38,3712,AVHHFbsfvY,2024-04,-920.38,credit,Titanium,1.0
2161,Fernandez-Fields,2024-01-14,840,4589385335849999,payroll,2288842474517129,2024-01-16,Courtney Rhodes,54,504,2472.0,3731,skhEQvyirE,2024-01,2472.0,debit,Gold,0.5
2162,Graham-Johnson,2024-05-15,840,3595228751209018,purchase,2720944331782734,2024-05-17,Amanda Banks,22,Nicaragua,349.41,4078,rTzqaWhvCC,2024-05,-349.41,credit,Gold,0.5
2163,Waller-Taylor,2023-12-25,840,3111496336098910,purchase,2720206980420432,2023-12-26,Lisa Brown,41,124,6.52,9978,QuBvOiuvQt,2023-12,-6.52,credit,Gold,0.5
2164,Cook-Kramer,2023-09-04,840,9619740059758344,purchase,2238637940265423,2023-09-05,Phillip Garcia,22,504,56.82,6729,lKMdDkiTAE,2023-09,-56.82,credit,Titanium,1.0
2165,Williams-Wade,2024-08-31,840,1042084182865490,payroll,2339382761539667,2024-09-01,Gloria Benson,23,124,7032.0,8509,oHkCToJAQI,2024-08,7032.0,debit,Titanium,1.0
2166,Bird-Brown,2024-03-26,840,5054151909375770,purchase,2633923898622547,2024-03-26,Jonathan Fisher,53,Mongolia,984.9,5657,rPJdJtmFPf,2024-03,-984.9,credit,Gold,0.5
2167,"Clayton, Richards and Hamilton",2024-03-09,840,6169413512848369,top up,2269262735060012,2024-03-10,Jeffrey Hensley,46,Timor-Leste,566.8,4909,fadMgBzwQL,2024-03,566.8,debit,Platinum,0.75
2168,Parker-Bender,2025-03-19,840,8277069922691569,purchase,5264256908776618,2025-03-20,April Finley,39,978,7.42,3001,EHrziPVFUt,2025-03,-7.42,credit,Titanium,1.0
2169,"Vazquez, Brock and Smith",2025-03-10,840,6082761002351209,top up,5540415747338487,2025-03-12,Breanna Gilbert,67,124,15.81,5225,QRJKGDRmdF,2025-03,15.81,debit,Gold,0.5
2170,Moore Group,2024-12-31,840,9157349438563375,payroll,2708728743152743,2025-01-01,Alexis Rogers,24,124,7415.9,9465,gcVCdOIRQz,2024-12,7415.9,debit,Titanium,1.0
2171,Lin Group,2024-12-14,840,9138787018811133,purchase,2700043973598930,2024-12-16,Tracey Phillips,41,504,1011.14,1340,OjwcbArljD,2024-12,-1011.14,credit,Titanium,1.0
2172,Sanchez-Collier,2024-04-01,840,3314324170712787,purchase,5528200557784871,2024-04-02,Travis Ryan,29,978,397.61,4652,BRRwdumsFF,2024-04,-397.61,credit,Titanium,1.0
2173,Miller-Ferrell,2024-10-13,840,8790813220822044,top up,2720391725135527,2024-10-13,Tracey Underwood,33,840,4.7,0285,SKwmTJIUFv,2024-10,4.7,debit,Platinum,0.75
2174,"Fowler, Hoffman and Leblanc",2024-02-13,840,5197881649571042,purchase,5368622783769389,2024-02-15,Nancy Sanchez,40,504,1078.4,9204,UeRwukYHVY,2024-02,-1078.4,credit,Gold,0.5
2175,Farmer Inc,2025-02-21,840,0284224170183137,purchase,5596627828274224,2025-02-23,Jerry Brown,45,504,124.52,1643,bQpOiMFDTr,2025-02,-124.52,credit,Platinum,0.75
2176,"Hampton, Perez and Rowe",2023-12-26,840,0305792517333581,purchase,2452431069033112,2023-12-26,Jill Powers,20,840,1155.6,2945,RDHBFSPUsT,2023-12,-1155.6,credit,Titanium,1.0
2177,Osborn-Villanueva,2023-06-21,840,0152979685462116,refund,5477982708086972,2023-06-21,Priscilla Kent,62,124,431.42,7246,UrNEjYYVZG,2023-06,-431.42,credit,Platinum,0.75
2178,"Hudson, Jones and Fields",2023-09-16,840,2082124076645362,purchase,2234190671009978,2023-09-16,Dorothy Thompson,18,Malawi,707.8,2128,iBwGwMEXdX,2023-09,-707.8,credit,Platinum,0.75
2179,Gregory-Bell,2023-11-04,840,5011344968950929,top up,2225891055799917,2023-11-06,Samuel Rice,26,Eritrea,1270.88,6512,XosnqrdTDS,2023-11,1270.88,debit,Silver,
2180,"Barton, Perry and Pearson",2023-05-31,840,5494972547204744,purchase,2270110248193464,2023-06-01,Mark Hamilton,67,504,199.14,1395,NPspuCIVYP,2023-05,-199.14,credit,Platinum,0.75
2181,Flores LLC,2024-06-10,840,6394904651444465,top up,2255907312821113,2024-06-11,Eric Hernandez,61,Palestinian Territory,16.79,7889,nXDODdFdxb,2024-06,16.79,debit,Silver,
2182,Howell Ltd,2024-04-19,840,5252888646508930,purchase,2420259094798519,2024-04-19,Emily Robinson,27,840,67.92,0626,QnlCzlqTQW,2024-04,-67.92,credit,Titanium,1.0
2183,Anderson LLC,2025-03-22,840,2139136997548393,purchase,2535454948083133,2025-03-23,Katherine Chang,33,504,73.22,7207,MHdqVFcEGN,2025-03,-73.22,credit,Titanium,1.0
2184,"Abbott, Allen and Munoz",2025-01-14,840,1542241250383412,refund,2272166746762125,2025-01-14,Amy Dunlap,65,504,871.1,8775,kSPmNLNBmy,2025-01,-871.1,credit,Gold,0.5
2185,Cochran LLC,2024-07-23,840,7207419753700632,purchase,2511382675869267,2024-07-23,Sandra Gilbert,69,840,190.15,5441,RZLIRoGxCT,2024-07,-190.15,credit,Gold,0.5
2186,"Hernandez, Martin and Stokes",2025-04-01,840,7335210858375582,purchase,2399611253554496,2025-04-03,Denise Wallace,53,124,1004.9,9016,ZwguMUKukE,2025-04,-1004.9,credit,Gold,0.5
2187,Roth-Rivera,2024-09-19,840,5108858998181199,payroll,2267871553331792,2024-09-19,Crystal Mcguire,32,Croatia,2768.9,6196,VgDyxOdjhZ,2024-09,2768.9,debit,Silver,
2188,Hartman and Sons,2023-05-26,840,8342064339553433,purchase,2329127990881170,2023-05-26,Stephanie Ryan,45,978,714.11,7864,QNXKwHQWDd,2023-05,-714.11,credit,Titanium,1.0
2189,Bell Ltd,2024-12-27,840,9720409324243009,purchase,2232482629251881,2024-12-28,Bailey Stewart,35,504,50.93,2538,PdPYAmgNSa,2024-12,-50.93,credit,Platinum,0.75
2190,Eaton Group,2024-01-23,840,3163324308724478,purchase,2719393305172899,2024-01-25,Matthew White,58,840,1221.38,9328,DOKRkTFsRY,2024-01,-1221.38,credit,Titanium,1.0
2191,White PLC,2024-03-04,840,7121257989691024,payroll,5579611435190669,2024-03-06,Kelly Dawson,56,978,8324.7,9753,xbVMYPyJGm,2024-03,8324.7,debit,Titanium,1.0
2192,"Cunningham, Keller and Stewart",2024-08-14,840,7244952076991528,purchase,2707207579314447,2024-08-16,Debra Logan,54,Brazil,314.24,9624,QmJraKTjXF,2024-08,-314.24,credit,Platinum,0.75
2193,"Jones, Kelly and Nash",2024-04-22,840,7895166501800544,purchase,2262710947775204,2024-04-24,Scott Wilson,42,978,1186.68,3685,aPCduRhIjw,2024-04,-1186.68,credit,Gold,0.5
2194,Harvey Group,2025-04-18,840,6012316257510003,purchase,5310318672075918,2025-04-19,Ronald Brooks,66,Japan,9.2,7601,UvdTrpraXf,2025-04,-9.2,credit,Silver,
2195,Myers LLC,2023-05-11,840,7439738471845816,purchase,2232525002921858,2023-05-13,Jacqueline Mcmahon,62,504,239.62,5764,DxAPXzxVDm,2023-05,-239.62,credit,Titanium,1.0
2196,Matthews Group,2024-11-24,840,2918236372511298,purchase,2334216073375433,2024-11-24,Matthew Ross,46,124,879.52,7410,vaBHuNbYWZ,2024-11,-879.52,credit,Platinum,0.75
2197,Robinson-Conley,2025-02-19,840,0262370506748252,purchase,5533094621470614,2025-02-21,Tiffany Cook,65,Thailand,145.89,0534,kIMaFTHeOA,2025-02,-145.89,credit,Silver,
2198,Brown-Johnston,2025-03-16,840,4654763169145590,purchase,5593096150710663,2025-03-16,Larry Robinson,27,Tanzania,739.62,4117,QKORECMBRm,2025-03,-739.62,credit,Platinum,0.75
2199,"Johnston, Mitchell and Ramos",2023-07-30,840,4237246676226761,purchase,2225991251341256,2023-07-30,Kayla Barnes,25,840,1139.78,9960,JDrNAejjMG,2023-07,-1139.78,credit,Platinum,0.75
2200,Palmer Group,2023-10-28,840,4552242059642549,payroll,2639288619576123,2023-10-29,Krista Wagner,23,124,3951.2,8847,CKIGGjqXnD,2023-10,3951.2,debit,Gold,0.5
2201,"Powell, Schmidt and Myers",2024-02-05,840,3719603489731160,top up,2355698169340609,2024-02-06,Renee Mcdaniel,56,124,1496.77,6274,GlSoaXcKTC,2024-02,1496.77,debit,Titanium,1.0
2202,Scott-Olsen,2023-06-30,840,9952115424015043,purchase,2225191380003071,2023-07-01,Thomas White,45,840,4.19,9501,ZmWZnyCjUQ,2023-06,-4.19,credit,Platinum,0.75
2203,Davidson Group,2025-02-13,840,8088358558364548,payroll,5315678140828247,2025-02-13,Jennifer Hurley,47,Norway,1886.2,1650,KrQOkQZYnQ,2025-02,1886.2,debit,Platinum,0.75
2204,Escobar-Ortiz,2023-08-01,840,9974254290436827,purchase,5218569454414963,2023-08-03,Michael Allen,67,504,1231.55,3781,YohPNexgGU,2023-08,-1231.55,credit,Titanium,1.0
2205,"Allen, Roman and Pratt",2023-07-07,840,8507867253081580,purchase,2222228160648429,2023-07-08,Ryan Smith,24,978,301.62,0479,dtBUtsMqdX,2023-07,-301.62,credit,Platinum,0.75
2206,"Trujillo, Brown and Garcia",2024-02-04,840,5119324671999275,payroll,2292638380657874,2024-02-05,Keith Morris,44,504,3182.5,5295,dWZApWvthO,2024-02,3182.5,debit,Platinum,0.75
2207,"Carlson, Smith and Mason",2024-04-12,840,0295963518757053,purchase,2711191485646791,2024-04-12,Amanda Hill,31,840,1107.3,6068,estfBOBUyg,2024-04,-1107.3,credit,Titanium,1.0
2208,"Smith, Dean and Castillo",2023-12-14,840,6130144641972941,purchase,5477294206708051,2023-12-16,Natasha Cooper,20,Cape Verde,233.93,9572,sacodmfxeV,2023-12,-233.93,credit,Platinum,0.75
2209,"Hancock, Davis and Bailey",2025-01-10,840,5806932894011713,top up,2402135569092756,2025-01-11,Phillip Berry,64,840,1156.04,8962,XjRtNtODAq,2025-01,1156.04,debit,Titanium,1.0
2210,Randolph-Conley,2023-10-22,840,0971846790877373,purchase,5494958325199017,2023-10-24,Scott Pacheco,66,Djibouti,546.17,2777,dIuKtRkBGl,2023-10,-546.17,credit,Silver,
2211,Sullivan-Hill,2024-01-29,840,7592746010069774,purchase,2249554344821387,2024-01-31,Autumn Edwards,24,Togo,20.34,1513,NIWxxZpknE,2024-01,-20.34,credit,Gold,0.5
2212,Gordon and Sons,2024-02-15,840,0183256618061085,purchase,2228636556472929,2024-02-17,Melissa Olsen,40,124,478.98,9731,DukujRTojr,2024-02,-478.98,credit,Titanium,1.0
2213,Hale-Davis,2023-11-09,840,7001022212683905,purchase,2288994417154542,2023-11-09,Michael Stafford,52,504,796.48,3957,YKBuBkJaFm,2023-11,-796.48,credit,Titanium,1.0
2214,Brooks Inc,2025-03-29,840,1816934910676987,payroll,2383272386562423,2025-03-29,Benjamin Smith,61,124,1621.11,8095,UHctYHkNsc,2025-03,1621.11,debit,Titanium,1.0
2215,Melton-Lynn,2024-09-18,840,1163282251964295,payroll,2582862558729377,2024-09-19,Jeffrey Goodwin,20,Norfolk Island,1881.0,3608,dxwIiRiAjW,2024-09,1881.0,debit,Silver,
2216,"Beck, Stanton and Chaney",2023-10-15,840,7211702544965502,purchase,2247597383206038,2023-10-15,Makayla Steele,62,978,61.41,5011,xmiOCVbXnt,2023-10,-61.41,credit,Titanium,1.0
2217,Calderon LLC,2024-12-26,840,8254805759502424,purchase,2720657013290228,2024-12-26,Eddie Gilbert,68,840,633.6,7756,SIGSRAnVFf,2024-12,-633.6,credit,Gold,0.5
2218,Huerta-Matthews,2023-11-10,840,3523175487713202,top up,2511382675869267,2023-11-11,Sandra Gilbert,69,840,1005.77,7080,ZSvpGlILJV,2023-11,1005.77,debit,Gold,0.5
2219,Bush Ltd,2023-07-08,840,9203186767448228,payroll,2262710947775204,2023-07-10,Scott Wilson,42,978,2275.64,4396,lRpDXPtDAh,2023-07,2275.64,debit,Gold,0.5
2220,Drake-Cook,2024-03-08,840,3900496309666762,purchase,2289136517773925,2024-03-08,Jennifer Sanchez,20,504,126.26,2562,kjaIQnYrXA,2024-03,-126.26,credit,Platinum,0.75
2221,Rhodes-Marsh,2025-02-14,840,9649910471649545,withdrawal,2707234309805007,2025-02-16,Kathryn Farrell,46,840,30.36,2996,hnHdCeJRyc,2025-02,-30.36,credit,Titanium,1.0
2222,"Reynolds, Watkins and Pearson",2025-04-21,840,6577137153427893,payroll,2641459332727956,2025-04-23,Joshua Ruiz,50,504,5848.2,9945,ecyQHmHUjN,2025-04,5848.2,debit,Platinum,0.75
2223,James PLC,2023-08-28,840,3227665484274946,payroll,2710581477005413,2023-08-30,Vanessa Davis,63,840,7363.5,8898,sjfRGBCqDT,2023-08,7363.5,debit,Titanium,1.0
2224,Sanchez Ltd,2024-12-13,840,0300214366594538,purchase,2280723688767676,2024-12-15,Bradley Johnson DDS,23,124,162.79,3056,MvPPWAluOc,2024-12,-162.79,credit,Titanium,1.0
2225,"Malone, Stone and Reyes",2024-07-09,840,4533566822896575,payroll,2716941235288897,2024-07-09,Rebecca Smith,29,Western Sahara,1837.9,0811,aDgsMVlnTz,2024-07,1837.9,debit,Silver,
2226,Deleon Group,2023-05-30,840,3980133761915770,payroll,2449821827448576,2023-05-30,Mark Gray,37,840,8699.0,8085,JSQMTrUVdV,2023-05,8699.0,debit,Titanium,1.0
2227,Taylor-Rodriguez,2025-02-15,840,1581623153942811,purchase,5565511047541216,2025-02-15,Jerry Peters,40,978,89.72,3267,FAnJYoXeTL,2025-02,-89.72,credit,Gold,0.5
2228,"Nielsen, Brown and Torres",2023-07-08,840,5091639750579215,purchase,2719917381684607,2023-07-10,Brittany Gay,20,840,252.62,8430,XLEKFvXyGT,2023-07,-252.62,credit,Titanium,1.0
2229,Thompson-Peters,2025-01-11,840,0094430027732065,refund,2290480589258325,2025-01-13,Nicholas Long,40,124,385.36,8018,VErDkMfTSo,2025-01,-385.36,credit,Titanium,1.0
2230,Moore Group,2023-07-31,840,6380826326763114,payroll,2288771753556096,2023-07-31,Natalie Smith,59,504,4179.2,6585,yandiRngie,2023-07,4179.2,debit,Platinum,0.75
2231,"Wilson, Buchanan and Smith",2024-05-25,840,5398714142642930,payroll,2562126796927860,2024-05-25,Joanna Kelly,66,124,3814.0,9207,yUNtNeMKEI,2024-05,3814.0,debit,Platinum,0.75
2232,Perry Inc,2023-09-17,840,1438381674289540,purchase,2480038457620552,2023-09-18,Eric Ferrell,24,978,157.44,4165,iDkzfJKgaK,2023-09,-157.44,credit,Platinum,0.75
2233,Davis Inc,2024-02-02,840,4389475289724597,refund,2408668826343517,2024-02-04,Sarah Davis,62,124,23.64,0179,QlWueozOkj,2024-02,-23.64,credit,Titanium,1.0
2234,"Hughes, Grimes and Young",2024-03-07,840,2455404210014996,refund,2238013702098198,2024-03-09,Benjamin Moon,53,Falkland Islands (Malvinas),447.72,6077,jFkcOVsxdS,2024-03,-447.72,credit,Platinum,0.75
2235,"Blanchard, Smith and Fitzgerald",2024-11-14,840,8545390579866269,purchase,5576637239504105,2024-11-15,James Turner,23,504,132.46,3533,nxbhzTlAiu,2024-11,-132.46,credit,Platinum,0.75
2236,Collins PLC,2023-07-02,840,3002553952563773,purchase,2720473121727154,2023-07-02,Michelle Pierce,48,504,186.36,4617,pcxQeZUvgn,2023-07,-186.36,credit,Platinum,0.75
2237,"Martinez, Vargas and Ramos",2023-10-29,840,5870131117517335,payroll,5542415415206436,2023-10-29,Brandon Davis,45,840,7495.5,9486,uePGrALSgE,2023-10,7495.5,debit,Titanium,1.0
2238,Rogers-Young,2024-03-31,840,9215156944387871,payroll,2232525002921858,2024-03-31,Jacqueline Mcmahon,62,504,4798.0,8821,wTKCFpHxrT,2024-03,4798.0,debit,Titanium,1.0
2239,"Smith, Smith and Pope",2024-01-14,840,9358910548256273,purchase,2256706562729805,2024-01-14,Leslie Alvarado,62,840,19.92,4162,RyFxcfTtBH,2024-01,-19.92,credit,Gold,0.5
2240,"Martinez, Myers and Smith",2023-11-14,840,1612099286878427,purchase,2273428364408921,2023-11-14,Jessica Simpson,58,504,1015.24,0394,XOxxGTRUTs,2023-11,-1015.24,credit,Titanium,1.0
2241,"Roberts, Martin and Davis",2024-03-07,840,6720975066991285,top up,2279401399049022,2024-03-08,Matthew Moon,45,840,2048.86,1902,nkagywgMHJ,2024-03,2048.86,debit,Titanium,1.0
2242,Kennedy-Gomez,2025-02-01,840,9441649331115685,purchase,2720060917507518,2025-02-03,Natalie Buckley,65,Iceland,1196.07,0461,zPkQjROGOs,2025-02,-1196.07,credit,Gold,0.5
2243,"Munoz, Reynolds and Coleman",2023-10-10,840,2180603632351852,purchase,2707262473178109,2023-10-10,Kimberly Smith,26,504,409.6,8720,jaqJFfboyY,2023-10,-409.6,credit,Titanium,1.0
2244,Perez-Freeman,2024-10-15,840,5613073987148454,purchase,5368622783769389,2024-10-15,Nancy Sanchez,40,504,73.84,4144,YjUTVEhRLC,2024-10,-73.84,credit,Gold,0.5
2245,Rogers-Brown,2025-05-08,840,7457774146518316,purchase,2720808932460950,2025-05-08,Jason Beck,27,840,182.05,4595,waJddjONbB,2025-05,-182.05,credit,Titanium,1.0
2246,"Bell, Ruiz and Dickson",2024-11-19,840,3363057578660702,top up,2720047128144298,2024-11-19,Scott Smith,30,124,50.15,6427,SiLqnAOfcY,2024-11,50.15,debit,Platinum,0.75
2247,Gonzales Inc,2024-03-30,840,6606950852610689,purchase,2720098245081467,2024-03-31,Jessica Hernandez,39,Congo,114.26,7060,klxkvumQQf,2024-03,-114.26,credit,Silver,
2248,Paul-Cole,2023-10-04,840,2647414124043968,purchase,2288078361340743,2023-10-06,Robert Gonzales,69,840,304.72,2280,KwteFxrRcg,2023-10,-304.72,credit,Titanium,1.0
2249,Madden Group,2024-03-07,840,0001820871638819,payroll,2287059640165821,2024-03-08,Brenda Lawson,32,504,1200.0,9058,rJkJhCmNnn,2024-03,1200.0,debit,Titanium,1.0
2250,"Paul, Montgomery and Mckee",2024-12-17,840,7191899381987921,purchase,2232482629251881,2024-12-19,Bailey Stewart,35,504,236.99,0829,BPQwBgiZdY,2024-12,-236.99,credit,Platinum,0.75
2251,Mitchell-Ramirez,2025-02-22,840,7576018086752262,payroll,2238637940265423,2025-02-22,Phillip Garcia,22,504,4449.6,7761,PcBWOUxLka,2025-02,4449.6,debit,Titanium,1.0
